title,property_number,property_price,additional_cost,debt,built_year,size,rooms,bathrooms,bedrooms,shared_entrance,parking,elevator,laus_strax,price,price_per_sqm,property_type,property_address,latitude,longitude,description,url
Reykjavíkurvegur 74,F2078689,0 kr.,0 kr.,0 kr.,,485 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,220 Hafnarfjörður,,,"Atvinnueign kynnir til leigu : Glæsilegt 485 fm skrifstofurými á 3. hæð á Reykjavíkurvegi 74 í Hafnarfirði. Um er að ræða rúmgott skrifstofuhúsnæði staðsett á frábærum stað í Hafnarfirði með alla helstu þjónustu í kring og liggur við stofnbraut. Í kringum húsið er gott bílaplan, næg bílastæði og eru til staðar 3 rafhleðslustöðvar á bílaplaninu.  VSK bætist ekki við leiguverð. Laust eftir samkomulagi.    Allar nánari upplýsingar veitir: Ólafur Ingi Guðmundsson , löggiltur fasteignasali í síma  847-7700  eða  olafur@atvinnueign.is  Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is             - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/598296
Silfursmári 2-4-6-8,F2516825,12.300.000 kr.,0 kr.,0 kr.,,120 m²,1 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,201 Kópavogur,,,"Atvinnueign kynnir til leigu : Nútímaleg og einstaklega vel staðsett verslunar- og þjónusturými í Silfursmára rétt við Smáralind.  Gert er ráð fyrir að húsnæðið verði tilbúið til afhendingar í sumar eða haust eða samkv. nánara samkomulagi . Alls er um að ræða 7-10 rými sem eru frá 120-630 m2 að stærð. Rýmin eru með stórum gluggafrontum með miklum sýnileika við eina helstu aðkomuleið að Smáralind. Rýmin henta vel fyrir sérvöruverslanir og hverfistengda þjónustustarfsemi. Skilalýsing er samkomulag en miðað er við að leigurými verði afhent á “white box” stigi, þ.e.: Veggir sléttir og grunnmálaðir, grunnlýsing til staðar, allar stofnlagnir til staðar, slétt gólf, salernisaðstaða verði tilbúin.  VSK bætist við leiguverð .  Allar nánari upplýsingar veitir : Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631254
Silfursmári 2-4-6-8,F2516826,12.300.000 kr.,0 kr.,0 kr.,,630 m²,1 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,201 Kópavogur,,,"Atvinnueign kynnir til leigu : Nútímaleg og einstaklega vel staðsett verslunar- og þjónusturými í Silfursmára rétt við Smáralind.  Gert er ráð fyrir að húsnæðið verði tilbúið til afhendingar í sumar eða haust eða samkv. nánara samkomulagi. Alls er um að ræða 7-10 rými sem eru frá 120-630 m2 að stærð. Rýmin eru með stórum gluggafrontum með miklum sýnileika við eina helstu aðkomuleið að Smáralind. Rýmin henta vel fyrir sérvöruverslanir og hverfistengda þjónustustarfsemi. Skilalýsing er samkomulag en miðað er við að leigurými verði afhent á “white box” stigi, þ.e.: Veggir sléttir og grunnmálaðir, grunnlýsing til staðar, allar stofnlagnir til staðar, slétt gólf, salernisaðstaða verði tilbúin.  VSK bætist við leiguverð.  Allar nánari upplýsingar veitir : Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631255
Urðarhvarf 8,F2300526,0 kr.,0 kr.,0 kr.,Byggt 2010,771 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,64.09706088,-21.80792395,"Atvinnueign kynnir til leigu : 771 fm skrifstofuhúsnæði á 1. hæð við Urðarhvarf 8 í Kópavogi. Húsnæðið getur verið tilbúið til afhendingar eftir samkomulagi.  VSK leggst við leigufjárhæð. Allar nánari upplýsingar veita : Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is   Halldór Már Sverrisson , viðskiptafræðingur, lögg. fasteignasali og leigumiðlari. í síma  790-5599  eða  halldor@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is          - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/598324
Urðarhvarf 8,F2300526,0 kr.,0 kr.,0 kr.,Byggt 2010,"577,5 m²",0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,64.09706088,-21.80792395,"Atvinnueign kynnir til leigu : 577,5 fm lagerhúsnæði á 1. hæð við Urðarhvarf 8 í Kópavogi.  VSK leggst við leigufjárhæð. Laust strax.  Allar nánari upplýsingar veitir: Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is  Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is          - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631274
Urðarhvarf 8,F2300527,0 kr.,0 kr.,0 kr.,Byggt 2010,210 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,64.09706088,-21.80792395,"Atvinnueign kynnir til leigu : 210 fm skrifstofuhúsnæði á 1. hæð við Urðarhvarf 8 í Kópavogi.  Um er að ræða nýtt skrifstofurými á 1. hæð (0102c) í austurhluta hússins. Opið vinnurými með lokuðu fundarherbergi og eldhúsi. Aðgengi að fundarherbergi, Salerni ræsting í sameign hússins. Þrjár lyftur og gott aðgengi að rýminu.  Laust eftir samkomulagi. VSK leggst við leigufjárhæð. Allar nánari upplýsingar veitir: Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631275
Vegmúli 2,F2306012,0 kr.,0 kr.,0 kr.,,150 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu : 150 fm skrifstofurými á 3. hæð að Vegmúla 2 í 108 Reykjavík.  Um er að ræða fallegt skrifstofurými í lyftuhúsi á góðum stað í Reykjavík. Húsnæðið skiptist í nokkrar lokaðar skrifstofur, fundarherbergi, kaffistofu/eldhús og snyrtingu.  Við leiguverð bætist virðisaukaskattur .  Laust eftir samkomulagi.  Allar nánari upplýsingar veitir:  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                  - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/555769
Vegmúli 2,F2306015,0 kr.,0 kr.,0 kr.,,285 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu : 285 fm skrifstofurými á 3. hæð að Vegmúla 2 í 108 Reykjavík.  Um er að ræða fallegt skrifstofurými í lyftuhúsi á góðum stað í Reykjavík. Húsnæðið skiptist í nokkrar lokaðar skrifstofur, fundarherbergi, kaffistofu/eldhús og snyrtingu. Mögulegt er að leigja um 150 fm skrifstofurými á sömu hæð og stækka skrifstofurýmið þannig í um 435 fm.  Við leiguverð bætist virðisaukaskattur .  Laust eftir samkomulagi.  Allar nánari upplýsingar veitir: Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                  - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631282
Skeifan 8,F2023315,0 kr.,0 kr.,0 kr.,,1800 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu:  Laust í þessari glæsilegu byggingu að Skeifunni 8 samtals um 1800 gólffermetra iðnaðarhúsnæði. Möguleiki er á tví- og þrískiptingu á leigurýminu. Á norðurhlið byggingar eru tvær góðar iðnaðarhurðir og mjög gott aðgengi með vörur. Allar nánari upplýsingar veita: Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari í síma  847-7700  -  olafur@atvinnueign.is Halldór Már Sverrisson,  löggiltur fasteignasali / B.Sc. í viðskiptafræði  í síma 898-5599 eða  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueignar ehf,   www.atvinnueign.is                - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631293
Lækjargata 3,F2004325,0 kr.,0 kr.,0 kr.,Byggt 1834,240 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,101 Reykjavík,64.14672263,-21.93595903,"Atvinnueign kynnir til leigu:  240 fm skrifstofuhúsnæði við Lækjargötu 3 á frábærum stað í miðborg Reykjavíkur.  Um er að ræða fallegt skrifstofuhúsnæði á tveimur hæðum. Á fyrstu hæð er anddyri, afgreiðsla, fjórar lokaðar skrifstofur/fundarherbergi, eldhúsaðstaða og salerni. Á annarri hæð eru fimm lokaðar skrifstofur/fundarherbergi, geymsla og salerni.  Laust frá 1 október 2024. VSK leggst við leiguverð.  Nánari upplýsingar veitir : Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari í síma  847 7700  eða  olafur@atvinnueign.is Halldór Már Sverrisson , löggiltur fasteignasali og leigumiðlari í síma  898 5599  eða  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                     - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631294
Bæjarlind 1-3,F2235234,0 kr.,0 kr.,0 kr.,,161 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,201 Kópavogur,,,"Atvinnueign kynnir til leigu um 161 fm verslunar- og þjónusturými í Bæjarlind 1-3 í Kópavogi. Húsnæðið er að mestu opið rými þar sem stórir verslunargluggar snúa út að götu. Næg bílastæði.  VSK bætist við leiguverð. Laust eftir samkomulagi.   Allar nánari upplýsingar veitir: Ólafur Ingi Guðmundsson , löggiltur fasteignasali í síma  847-7700  eða  olafur@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is            - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631295
Geirsgata 9,F2000235,0 kr.,0 kr.,0 kr.,,700 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,101 Reykjavík,,,"Atvinnueign kynnir   til leigu:  Þjónustu- eða veitingahúsnæði við Geirsgötu. Um er að ræða veitingarými á jarðhæð á góðum stað höfnina auk geymslulagers/starfsmannaaðstöðu í kjallara. Jarðhæð er með fullbúnu eldhúsi, tveimur börum til afgreiðslu, móttökurými og aðstöðu til að taka á móti sitjandi gestum í sal. Tveir inngangar eru í rýmið á jarðhæðinni, auk útisvæðis til setu fyrir utan annan innganginn. Neðri hæð er útbúin sem lager, prepp-eldhús, starfsmannaaðstaða og skrifstofuherbergi. Rýmið á jarðhæð er innréttað og útbúið sem veitingastaður í dag.   Allar nánari upplýsingar á og utan opnunartíma veitir: Davíð Jens Guðlaugsson,  löggiltur leigumiðlari í síma  846-7495  eða  david@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  Atvinnueignar eh f,  www.atvinnueign.is                 - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631876
Skútuvogur 11,,66.600.000 kr.,74.900.000 kr.,0 kr.,Byggt 1989,286 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,104 Reykjavík,64.13615208,-21.84619019,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu um 286 m² skrifstofuhúsnæði á 2. hæð við Skútuvog í Reykjavík.  Laust 1. september 2024. Nánari lýsing: Húsnæðið skiptist í 9 skrifstofur/fundaherbergi, opið rými í miðju, tvær snyrtingar, geymslu/tæknirými. Leigusali aðlagar húsnæðið fyrir nýjan leigjanda ef þarf, t.d. setja upp eldhúsaðstöðu, fækka skrifstofum, opna rýmið og annað ef þarf. Kerfisloft með innfelldri lýsingu í loftum. Allar nettengingar til staðar. Frekari upplýsingar um eignina veitir Helgi Már Karlsson löggiltur fasteignasali, 897-7086, helgi@jofur.is eða Magnús Kristinsson löggiltur fasteignasali, 861-0511, magnus@jofur.is  Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/631983
Nýbýlavegur 8,F2064397,0 kr.,0 kr.,0 kr.,Byggt 1977,66 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,200 Kópavogur,64.11420375,-21.89562959,"Croisette Real Estate Partner kynnir TIL LEIGU - Nýbýlavegur 8 (Portið). TIl Leigu  66fm skrifstofu/verslunarrými í Portinu að Nýbýlavegi 8 ( Fyrir aftan Craft Burger Kitchen ). Húsnæðið er eitt opið rými með salerni. Laust fljótlega eða samkvæmt samkomulagi. Nánari upplýsingar veitir:  Davíð Ólafsson, Sölustjóri - atvinnueignir, í síma 766-6633 , tölvupóstur david@croisette.is. Um skoðunar- og aðgæsluskyldu: Í húsaleigulögum nr. 36/1994 er kveðið á um heimild aðila kalla til skoðunaraðila til úttektar á húsnæðinu fyrir afhendingu. Croisette real estare partner bendir væntanlegum leigjendum á að kynna sér vel ástand fasteigna við skoðun og fyrir tilboðsgerð og ef þurfa þykir að leita til sérfræðinga um nánari ástandsskoðun. Í tilfelli atvinnuhúsnæðis er ríkari heimild aðila að semja sig frá lögum og gildir þá ákvæði leigusamnings ef til ágreinnings kemur.",https://fasteignir.visir.is/property/632119
Grensásvegur 16,F2015617,0 kr.,0 kr.,0 kr.,Byggt 1987,"577,1 m²",0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,64.13134112,-21.87469505,"Croisette Real Estate Partner kynnir TIL LEIGU - Grensásvegur 16 . Gott verslunar og lagerhúsnæði á góðum stað miðsvæðis í Reykjavík. Góðir og sýnilegir verslunargluggar út á Grensásveg. Húsnæðið er tvískipt, annars vegar um 417 m² verslunarrými og hins vegar um 160 m² bakrými/lagerrými með innkeysluhurð. Góður fjöldi bílastæði á bakvið húsið. Nánari upplýsingar veitir:  Davíð Ólafsson, Sölustjóri - atvinnueignir, í síma 766-6633 , tölvupóstur david@croisette.is. Um skoðunar- og aðgæsluskyldu: Í húsaleigulögum nr. 36/1994 er kveðið á um heimild aðila kalla til skoðunaraðila til úttektar á húsnæðinu fyrir afhendingu. Croisette real estare partner bendir væntanlegum leigjendum á að kynna sér vel ástand fasteigna við skoðun og fyrir tilboðsgerð og ef þurfa þykir að leita til sérfræðinga um nánari ástandsskoðun. Í tilfelli atvinnuhúsnæðis er ríkari heimild aðila að semja sig frá lögum og gildir þá ákvæði leigusamnings ef til ágreinnings kemur.",https://fasteignir.visir.is/property/632120
Urðarhvarf 8,F2300527,0 kr.,0 kr.,0 kr.,Byggt 2010,44 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,64.09706088,-21.80792395,"Atvinnueign 577-5500 kynnir til leigu : 44 fm skrifstofuhúsnæði á 2. hæð við Urðarhvarf 8 í Kópavogi. Laust fljótlega.  Húsnæðið er opið vinnurými. Aðgangur að fundarherbergi og snyrtingu eru í sameign. VSK leggst við leigufjárhæð. Allar nánari upplýsingar á og utan opnunartíma veita: Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is   Halldór Már Sverrisson , viðskiptafræðingur, lögg. fasteignasali og leigumiðlari. í síma  790-5599  eða  halldor@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is          - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/468565
Urðarhvarf 8,F2300527,0 kr.,0 kr.,0 kr.,Byggt 2010,211 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,64.09706088,-21.80792395,"Atvinnueign kynnir til leigu : 211 fm skrifstofuhúsnæði á 1. hæð við Urðarhvarf 8 í Kópavogi.  Húsnæðið er opið vinnurými með stórum eldhúskrók. Ein skrifstofa/fundarherbergi fylgir rýminu. Í sameign hæðar er símaklefi og nokkur salerni. Aðgangur að 300 bílastæðum er í kjallara ásamt búingsklefum og hjólageymslum. Rýminu fylgir geymsla í kjallara.  Laust strax. VSK leggst við leigufjárhæð. Allar nánari upplýsingar veitir: Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,   www.atvinnueign.is          - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/632156
Urðarhvarf 8,F2300527,0 kr.,0 kr.,0 kr.,Byggt 2010,152 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,64.09706088,-21.80792395,"Atvinnueign kynnir til leigu : 152 fm skrifstofuhúsnæði á 1. hæð við Urðarhvarf 8 í Kópavogi.  Húsnæðið er opið vinnurými með stórum eldhúskrók. Ein skrifstofa/fundarherbergi fylgir rýminu. Í sameign hæðar er símaklefi og nokkur salerni. Aðgangur að 300 bílastæðum er í kjallara ásamt búingsklefum og hjólageymslum. Rýminu fylgir geymsla í kjallara.  Laust strax. VSK leggst við leigufjárhæð. Allar nánari upplýsingar veitir: Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,   www.atvinnueign.is          - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/495772
